"Image","Title","Sales Rank: Current","Reviews: Rating","Buy Box 🚚: Current","Buy Box 🚚: Stock","Amazon: Current","Amazon: Stock","New: Current","List Price: Current","Categories: Tree","Website Display Group: Name","ASIN","Product Codes: EAN","Brand","Author"
"https://m.media-amazon.com/images/I/614IdhtGqnL.jpg;https://m.media-amazon.com/images/I/71vNMLV3YGL.jpg;https://m.media-amazon.com/images/I/71QK2m9mwmL.jpg;https://m.media-amazon.com/images/I/71i6OqSi4QL.jpg;https://m.media-amazon.com/images/I/71oyWCjacLL.jpg;https://m.media-amazon.com/images/I/712FAzHbl6L.jpg;https://m.media-amazon.com/images/I/615h0phaiLL.jpg;https://m.media-amazon.com/images/I/71D7Y1p-WwL.jpg;https://m.media-amazon.com/images/I/61z0jztew-L.jpg","Elgato Stream Deck XL – erweiterter Studio-Controller, 32 Makrotasten, auslösen von Aktion in Apps und Software wie OBS, Twitch, YouTube und anderen, für Mac und PC","64","4.8","199.00","4","199.00","4","199.00","249.99","Musikinstrumente & DJ-Equipment › Recording-Equipment › MIDI Controller","Computer & Zubehör","B07RL8H55Z","0840006610373","Elgato",""
"https://m.media-amazon.com/images/I/61gtdFnK+UL.jpg;https://m.media-amazon.com/images/I/71JNMDaxbyL.jpg;https://m.media-amazon.com/images/I/71XnpG2bApL.jpg;https://m.media-amazon.com/images/I/71o7BGAFrdL.jpg;https://m.media-amazon.com/images/I/71OgTmFWEyL.jpg;https://m.media-amazon.com/images/I/61M6pT93IBL.jpg;https://m.media-amazon.com/images/I/71bjcJFnlnL.jpg;https://m.media-amazon.com/images/I/61B5F0IMCbL.jpg;https://m.media-amazon.com/images/I/715lmvWCNHL.jpg;https://m.media-amazon.com/images/I/41izhQYHbnL.jpg","Elgato Stream Deck MK.2 – Studio-Controller, 15 Makrotasten, auslösen von Aktion in Apps und Software wie OBS, Twitch, YouTube und anderen, für Mac und PC","66","4.7","139.03","1","144.00","4","138.49","169.99","Musikinstrumente & DJ-Equipment › Recording-Equipment › MIDI Controller","Computer & Zubehör","B09738CV2G","5715063058428, 5715063057247, 0840006640554","Elgato",""
"https://m.media-amazon.com/images/I/5166khyKBGL.jpg;https://m.media-amazon.com/images/I/71Bbn+Wl2cL.jpg;https://m.media-amazon.com/images/I/71AyEmjk4SL.jpg;https://m.media-amazon.com/images/I/714U0X+c+qL.jpg;https://m.media-amazon.com/images/I/71WV3fiGFPL.jpg;https://m.media-amazon.com/images/I/614qONC6NlL.jpg;https://m.media-amazon.com/images/I/71LaIrFEEsL.jpg;https://m.media-amazon.com/images/I/61XqGoB8FCL.jpg;https://m.media-amazon.com/images/I/715lmvWCNHL.jpg;https://m.media-amazon.com/images/I/31gwpxRyE8L.jpg","Elgato Stream Deck MK.2 White – Studio-Controller, 15 Makrotasten, auslösen von Aktion in Apps und Software wie OBS, Twitch, YouTube und anderen, für Mac und PC","66","4.7","155.05","4","155.05","4","149.99","169.99","Musikinstrumente & DJ-Equipment › Recording-Equipment › MIDI Controller","Computer & Zubehör","B09RMXK59C","0840006654209","Elgato",""
"https://m.media-amazon.com/images/I/71BcIY2zwJL.jpg;https://m.media-amazon.com/images/I/61DHsFMbBgL.jpg;https://m.media-amazon.com/images/I/71Qjp3dqhbL.jpg;https://m.media-amazon.com/images/I/61Zyea3VdlL.jpg;https://m.media-amazon.com/images/I/61lmqHDOizL.jpg;https://m.media-amazon.com/images/I/61Gzq4bXI1L.jpg;https://m.media-amazon.com/images/I/61eha8ktr6L.jpg;https://m.media-amazon.com/images/I/71Z+agjtHxL.jpg;https://m.media-amazon.com/images/I/81OgGdrgiVL.jpg;https://m.media-amazon.com/images/I/21K0wqgaIIL.jpg;https://m.media-amazon.com/images/I/41DkGipzp7L.jpg","Govee TV Hintergrundbeleuchtung 3 Lite mit Fish-Eye Korrektur Funktion, Sync für 55-65 Zoll TVs, 3,6M RGBICW WiFi TV LED Strip mit Kamera, 4 Farben in 1 Lampenperle, Sprach- & APP-Steuerung","68","4.3","67.49","5","","","67.49","89.99","Beleuchtung › Innenbeleuchtung › Spezial- & Stimmungsbeleuchtung › LED Streifen","Beleuchtung","B0CL6KNT72","0810088347429","Govee",""
"https://m.media-amazon.com/images/I/71RepXp3rqL.jpg;https://m.media-amazon.com/images/I/61x+Fd6H73L.jpg;https://m.media-amazon.com/images/I/71Qjp3dqhbL.jpg;https://m.media-amazon.com/images/I/61Zyea3VdlL.jpg;https://m.media-amazon.com/images/I/610Lrx1DMBL.jpg;https://m.media-amazon.com/images/I/61Gzq4bXI1L.jpg;https://m.media-amazon.com/images/I/61eha8ktr6L.jpg;https://m.media-amazon.com/images/I/71Z+agjtHxL.jpg;https://m.media-amazon.com/images/I/718jBhWNh9L.jpg;https://m.media-amazon.com/images/I/21K0wqgaIIL.jpg;https://m.media-amazon.com/images/I/41DkGipzp7L.jpg","Govee TV Hintergrundbeleuchtung 3 Lite mit Fish-Eye Korrektur Funktion, Sync für 75-85 Zoll TVs, 5M RGBICW WiFi TV LED Strip mit Kamera, 4 Farben in 1 Lampenperle, Sprach- & APP-Steuerung","68","4.3","82.99","5","","","82.99","109.99","Beleuchtung › Innenbeleuchtung › Spezial- & Stimmungsbeleuchtung › LED Streifen","Beleuchtung","B0CL6M5RTJ","0810088347436","Govee",""
"https://m.media-amazon.com/images/I/71KVa0WJLcL.jpg;https://m.media-amazon.com/images/I/81mxL8Cea+L.jpg;https://m.media-amazon.com/images/I/714AoksmLnL.jpg;https://m.media-amazon.com/images/I/71apyH3yLFL.jpg;https://m.media-amazon.com/images/I/81j9w8p0U8L.jpg;https://m.media-amazon.com/images/I/81IWAcXHZkL.jpg","NOCO Boost GB40: 1000A UltraSafe Starthilfe Powerbank – 12V Lithium-Starthilfegerät & Starterkabel – Tragbarer Booster für Benziner bis 6,0L & Diesel bis 3,0L","73","4.5","107.70","1000","107.70","1000","107.70","114.95","Auto & Motorrad › Autozubehör › Pannenhilfe › Starthilfegeräte","Automotive Parts and Accessories","B015TKUPIC","","NOCO",""
"https://m.media-amazon.com/images/I/71tom3v0ylL.jpg;https://m.media-amazon.com/images/I/71lIzeckrSL.jpg;https://m.media-amazon.com/images/I/71JfGF4sryL.jpg;https://m.media-amazon.com/images/I/61PmDMiuRhL.jpg;https://m.media-amazon.com/images/I/71msk7hO4xL.jpg;https://m.media-amazon.com/images/I/71RXA9XchvL.jpg;https://m.media-amazon.com/images/I/81P0J1tjxAL.jpg;https://m.media-amazon.com/images/I/71mqO-DwL1L.jpg;https://m.media-amazon.com/images/I/51QCMQE4qOL.jpg;https://m.media-amazon.com/images/I/418jVwMfpJL.jpg;https://m.media-amazon.com/images/I/415Q+NC6jIL.jpg;https://m.media-amazon.com/images/I/51Xz5F7OxgL.jpg","Ninja CREAMi Deluxe Eis-und Eisgetränkmaschine mit 2 Bechern, 10 Funktionen, macht Eiscreme, Gelato, Sorbet, Frozen Yoghurt, Milchshakes, Slushi & mehr, 2-in-1 Geschmacksoption, Silber, NC502EU","73","4.5","190.09","2","190.09","2","190.09","269.99","Gewerbe, Industrie & Wissenschaft › Systemgastronomieausrüstung & -zubehör › Verkaufsausstattung › Tiefkühlkonzessionen – Ausrüstung & Zubehör › Frozen Joghurt- & Eiscremeautomaten","Küche & Haushalt","B0FJ8ZVCVW","0622356350907","Ninja",""
"https://m.media-amazon.com/images/I/610zfVHNGbL.jpg;https://m.media-amazon.com/images/I/61L-y1aG7UL.jpg;https://m.media-amazon.com/images/I/61-qrf0eqjL.jpg;https://m.media-amazon.com/images/I/71cbXXi4thL.jpg;https://m.media-amazon.com/images/I/61jkv7eQJiL.jpg;https://m.media-amazon.com/images/I/61m1xHzzHIL.jpg;https://m.media-amazon.com/images/I/61f56lRw7aL.jpg;https://m.media-amazon.com/images/I/718lGIcmbWL.jpg;https://m.media-amazon.com/images/I/71SO05oGyeL.jpg;https://m.media-amazon.com/images/I/51Mw+ZSCCDL.jpg;https://m.media-amazon.com/images/I/41Ve7Vaq0XL.jpg","Ninja CREAMi Eismaschine & Frozen Dessert Maker mit 3 Behältern, 7 Programmen, macht Eiscreme, Gelato, Sorbet, Smoothie Bowl, Milchshakes und mehr, macht 1,4 L Eiscreme, Schwarz & Kupfer, NC300EUCP","73","4.5","225.68","3","225.68","3","224.95","199.99","Gewerbe, Industrie & Wissenschaft › Systemgastronomieausrüstung & -zubehör › Verkaufsausstattung › Tiefkühlkonzessionen – Ausrüstung & Zubehör › Frozen Joghurt- & Eiscremeautomaten","Küche & Haushalt","B0CXXX6Z2H","0622356300179","Ninja",""
"https://m.media-amazon.com/images/I/51Bj5bGMDLL.jpg;https://m.media-amazon.com/images/I/71-VocGOflL.jpg;https://m.media-amazon.com/images/I/61+SeGAwU+L.jpg;https://m.media-amazon.com/images/I/71OAH5QN7lL.jpg;https://m.media-amazon.com/images/I/61zeM8TWL+L.jpg;https://m.media-amazon.com/images/I/61jRz8BtgTL.jpg;https://m.media-amazon.com/images/I/71guWKAiVgL.jpg;https://m.media-amazon.com/images/I/61e+OAQ95vL.jpg","Elgato Wave Mic Arm LP - Premium Low Profile Mikrofonarm mit Kabelkanälen für einen sauberen Arbeitsplatz, Tischklemme, vielseitig, voll einstellbar, ideal für Podcast, Streaming, Gaming, Home Office","89","4.5","79.90","2","79.90","2","79.90","99.99","Musikinstrumente & DJ-Equipment › Mikrofone › Zubehör › Ständer","Computer & Zubehör","B097376LKF","0840006640486","Elgato",""
"https://m.media-amazon.com/images/I/31T9m0YKOWL.jpg;https://m.media-amazon.com/images/I/61nTwW63YjL.jpg;https://m.media-amazon.com/images/I/51gSdk8zt1L.jpg;https://m.media-amazon.com/images/I/51MiPPwwqmL.jpg;https://m.media-amazon.com/images/I/6179XgdaNVL.jpg;https://m.media-amazon.com/images/I/51V3i9wBS9L.jpg;https://m.media-amazon.com/images/I/610OUqvrzNL.jpg;https://m.media-amazon.com/images/I/51tIiGw2q+L.jpg","Elgato Wave Mic Arm LP White - Premium Low Profile Mikrofonarm für einen sauberen Arbeitsplatz, Tischklemme, vielseitig, voll einstellbar, ideal für Podcast, Streaming, Gaming, Home Office","89","4.7","99.99","2","99.99","2","99.99","99.99","Musikinstrumente & DJ-Equipment › Mikrofone › Zubehör › Ständer","Computer & Zubehör","B0CBHMYMN9","0840006664284","Elgato",""
